"season","workingday","temp","hum","windspeed","cnt","is_winter"
2,1,0.42,0.58,0.1642,337,0
2,1,0.6,0.28,0,388,0
2,1,0.56,0.3,0,337,0
2,0,0.44,0.62,0.2985,300,0
2,0,0.5,0.63,0.3881,331,0
2,0,0.46,0.67,0.3881,263,0
2,0,0.4,0.87,0.3582,45,0
2,0,0.5,0.88,0.5821,15,0
2,0,0.5,0.94,0.3881,38,0
2,0,0.38,0.46,0.3881,43,0
2,0,0.56,0.3,0.4478,306,0
2,0,0.56,0.3,0.3881,277,0
2,1,0.46,0.63,0,297,0
2,1,0.58,0.49,0.2836,428,0
2,1,0.64,0.31,0.3582,362,0
2,1,0.5,0.68,0.1343,351,0
2,1,0.56,0.6,0.1045,411,0
2,1,0.54,0.64,0.1343,421,0
2,1,0.62,0.69,0.4627,396,0
2,1,0.74,0.37,0.4179,432,0
2,1,0.74,0.3,0.3582,441,0
2,1,0.4,0.5,0.4925,365,0
2,1,0.5,0.29,0.1642,481,0
2,1,0.5,0.25,0.2836,452,0
2,1,0.34,0.53,0.2537,346,0
2,1,0.32,0.93,0.2239,69,0
2,1,0.32,0.93,0.2239,51,0
2,0,0.36,1,0.2537,47,0
2,0,0.6,0.73,0.3284,383,0
2,0,0.58,0.78,0.194,376,0
2,0,0.52,0.94,0.2239,80,0
2,0,0.66,0.65,0.2985,331,0
2,0,0.64,0.69,0.1642,270,0
2,1,0.56,0.88,0.1045,353,0
2,1,0.7,0.54,0.2985,521,0
2,1,0.68,0.57,0.3582,499,0
2,1,0.58,0.83,0.2985,449,0
2,1,0.68,0.61,0.3582,521,0
2,1,0.68,0.65,0.4478,528,0
2,1,0.58,0.88,0.3284,444,0
2,1,0.66,0.83,0.3881,521,0
2,1,0.66,0.83,0.3881,412,0
2,1,0.66,0.78,0.4478,398,0
2,1,0.64,0.47,0.3582,455,0
2,1,0.64,0.47,0.3582,530,0
2,1,0.54,0.39,0.2985,421,0
2,1,0.52,0.45,0.3881,508,0
2,1,0.52,0.48,0.3582,439,0
2,0,0.4,0.54,0.2985,91,0
2,0,0.56,0.43,0.1343,407,0
2,0,0.54,0.43,0.1343,371,0
2,0,0.44,0.77,0.1343,59,0
2,0,0.48,0.82,0.2537,196,0
2,0,0.46,0.82,0.0896,159,0
2,1,0.48,0.77,0.2239,371,0
2,1,0.66,0.65,0.194,537,0
2,1,0.64,0.65,0.194,518,0
2,1,0.56,0.83,0.2836,459,0
2,1,0.7,0.54,0.4627,517,0
2,1,0.7,0.48,0.4179,544,0
2,1,0.34,0.93,0.3881,79,0
2,1,0.4,0.71,0.2537,410,0
2,1,0.42,0.67,0.2537,396,0
2,1,0.42,0.5,0.2537,440,0
2,1,0.56,0.26,0.3881,533,0
2,1,0.56,0.26,0.2836,520,0
2,1,0.42,0.77,0.2537,450,0
2,1,0.58,0.4,0.3582,553,0
2,1,0.54,0.52,0.3582,470,0
2,0,0.52,0.52,0.194,115,0
2,0,0.58,0.4,0.2239,354,0
2,0,0.58,0.37,0.1642,289,0
2,0,0.52,0.63,0.1343,86,0
2,0,0.58,0.49,0.2836,351,0
2,0,0.58,0.49,0,268,0
2,1,0.52,0.55,0.2239,374,0
2,1,0.62,0.38,0.2537,598,0
2,1,0.62,0.38,0.2985,524,0
2,1,0.5,0.51,0.1045,425,0
2,1,0.64,0.33,0,611,0
2,1,0.64,0.29,0.1343,550,0
2,1,0.48,0.77,0.2537,442,0
2,1,0.64,0.47,0.1045,259,0
2,1,0.62,0.5,0.2985,274,0
2,1,0.48,0.82,0.194,421,0
2,1,0.64,0.57,0.194,594,0
2,1,0.62,0.69,0.2239,527,0
2,1,0.5,0.88,0.194,387,0
2,1,0.52,0.88,0.1642,491,0
2,1,0.52,0.88,0.1642,398,0
2,0,0.5,0.94,0,88,0
2,0,0.56,0.88,0.194,272,0
2,0,0.56,0.88,0.2239,304,0
2,0,0.54,0.94,0.1343,70,0
2,0,0.56,0.78,0.3582,392,0
2,0,0.56,0.78,0.2537,237,0
2,1,0.56,0.73,0.2985,394,0
2,1,0.58,0.88,0.2239,274,0
2,1,0.58,0.83,0.194,453,0
2,1,0.52,0.94,0.2985,347,0
2,1,0.62,0.65,0.4179,604,0
2,1,0.6,0.69,0.2985,480,0
2,1,0.56,0.88,0.2836,453,0
2,1,0.6,0.69,0.1343,565,0
2,1,0.6,0.73,0.2239,489,0
2,1,0.52,0.88,0,487,0
2,1,0.56,0.78,0.1642,547,0
2,1,0.6,0.55,0.1642,513,0
2,1,0.54,0.68,0,517,0
2,1,0.62,0.53,0,554,0
2,1,0.6,0.56,0.1642,473,0
2,0,0.56,0.68,0.2836,126,0
2,0,0.72,0.42,0.1642,444,0
2,0,0.7,0.45,0.1642,444,0
2,0,0.6,0.73,0.0896,94,0
2,0,0.7,0.58,0.2537,306,0
2,0,0.66,0.61,0.2239,358,0
2,1,0.6,0.88,0.194,409,0
2,1,0.72,0.7,0.3881,429,0
2,1,0.7,0.74,0.2836,453,0
2,1,0.62,0.83,0.2239,434,0
2,1,0.7,0.61,0.1045,548,0
2,1,0.7,0.7,0.194,564,0
2,1,0.64,0.69,0.2239,531,0
2,1,0.74,0.51,0.2239,601,0
2,1,0.72,0.58,0.2239,517,0
2,1,0.66,0.83,0.1642,489,0
2,1,0.8,0.46,0.2836,494,0
2,1,0.8,0.46,0.3284,478,0
2,1,0.66,0.74,0.2836,418,0
2,1,0.74,0.58,0.3881,491,0
2,1,0.72,0.62,0.2985,399,0
2,0,0.62,0.78,0.194,102,0
2,0,0.74,0.55,0.2985,341,0
2,0,0.72,0.62,0.2537,385,0
2,0,0.62,0.88,0.2239,96,0
2,0,0.74,0.7,0.2836,383,0
2,0,0.72,0.74,0.2836,328,0
2,0,0.66,0.89,0.1045,94,0
2,0,0.86,0.41,0.2239,304,0
2,0,0.86,0.41,0.1642,249,0
2,1,0.78,0.59,0.1343,406,0
2,1,0.84,0.53,0.2239,495,0
2,1,0.84,0.53,0.194,417,0
2,1,0.72,0.79,0.194,454,0
2,1,0.86,0.47,0.2985,486,0
2,1,0.82,0.56,0.3881,309,0
2,1,0.7,0.32,0.2985,467,0
2,1,0.76,0.2,0.5224,572,0
2,1,0.74,0.22,0.3881,525,0
2,1,0.56,0.43,0.3284,502,0
2,1,0.72,0.25,0.2836,558,0
2,1,0.7,0.24,0.2985,564,0
2,0,0.6,0.46,0.0896,125,0
2,0,0.72,0.34,0.2537,344,0
2,0,0.74,0.3,0.1642,341,0
2,0,0.6,0.73,0.2537,98,0
2,0,0.74,0.51,0,390,0
2,0,0.7,0.58,0.1045,363,0
2,1,0.64,0.73,0.0896,438,0
2,1,0.78,0.33,0.2836,579,0
2,1,0.76,0.31,0.1343,556,0
2,1,0.68,0.61,0.1343,477,0
2,1,0.8,0.43,0.2537,539,0
2,1,0.78,0.46,0.2836,551,0
2,1,0.76,0.58,0.1642,481,0
2,1,0.92,0.35,0.2239,506,0
2,1,0.9,0.37,0.2239,459,0
2,1,0.76,0.7,0.1045,432,0
2,1,0.9,0.37,0.2537,409,0
2,1,0.88,0.39,0.2836,466,0
2,1,0.74,0.58,0.1343,452,0
2,1,0.82,0.52,0.2239,517,0
2,1,0.8,0.59,0.2239,463,0
2,0,0.74,0.58,0.194,143,0
2,0,0.74,0.58,0.1642,337,0
2,0,0.72,0.62,0.1343,286,0
2,0,0.7,0.74,0,92,0
2,0,0.68,0.83,0.2836,252,0
2,0,0.7,0.74,0.1642,256,0
2,1,0.58,0.49,0.4478,476,0
2,1,0.7,0.39,0.3284,601,0
2,1,0.7,0.37,0.3582,586,0
2,1,0.58,0.49,0.3881,486,0
2,1,0.64,0.5,0.2836,569,0
2,1,0.62,0.51,0.3284,538,0
2,1,0.58,0.53,0.1343,498,0
2,1,0.74,0.28,0.1045,638,0
2,1,0.72,0.32,0.1343,607,0
2,1,0.6,0.69,0.1343,388,0
2,1,0.64,0.78,0.1045,272,0
2,1,0.64,0.83,0.2239,325,0
2,1,0.6,0.83,0,454,0
2,1,0.76,0.4,0.194,552,0
2,1,0.76,0.4,0.194,450,0
2,0,0.66,0.78,0.0896,131,0
2,0,0.76,0.48,0.1642,449,0
2,0,0.74,0.55,0.194,381,0
2,0,0.68,0.74,0.1045,84,0
2,0,0.74,0.51,0,397,0
2,0,0.74,0.58,0.0896,296,0
2,1,0.56,0.83,0.194,221,0
2,1,0.7,0.54,0,565,0
2,1,0.7,0.61,0.2537,538,0
3,1,0.62,0.88,0.1045,401,0
3,1,0.78,0.66,0.2239,572,0
3,1,0.76,0.7,0.2537,536,0
3,1,0.72,0.74,0.1045,423,0
3,1,0.8,0.55,0.3881,529,0
3,1,0.8,0.59,0.2537,513,0
3,1,0.74,0.7,0.194,432,0
3,1,0.72,0.7,0.3582,569,0
3,1,0.72,0.7,0.4179,540,0
3,1,0.7,0.74,0.2239,466,0
3,1,0.76,0.37,0.2537,557,0
3,1,0.76,0.37,0.2985,452,0
3,0,0.7,0.48,0.2537,112,0
3,0,0.74,0.42,0.2239,399,0
3,0,0.72,0.45,0.2537,307,0
3,0,0.64,0.61,0.194,107,0
3,0,0.72,0.42,0.1642,421,0
3,0,0.72,0.45,0.2537,382,0
3,1,0.66,0.74,0.194,447,0
3,1,0.74,0.55,0.1343,604,0
3,1,0.74,0.51,0,591,0
3,1,0.7,0.79,0.1642,456,0
3,1,0.82,0.56,0.2836,579,0
3,1,0.8,0.55,0.2985,504,0
3,1,0.7,0.48,0.2836,540,0
3,1,0.82,0.26,0.4179,570,0
3,1,0.8,0.29,0.2985,588,0
3,1,0.68,0.47,0.2239,555,0
3,1,0.78,0.27,0.3582,594,0
3,1,0.76,0.29,0.2537,586,0
3,1,0.7,0.42,0.1642,492,0
3,1,0.82,0.21,0.194,461,0
3,1,0.8,0.24,0.2537,422,0
3,0,0.68,0.57,0,132,0
3,0,0.84,0.3,0.2239,349,0
3,0,0.82,0.3,0.2836,383,0
3,0,0.68,0.79,0.2239,92,0
3,0,0.8,0.49,0.8507,358,0
3,0,0.8,0.49,0.8507,181,0
3,0,0.7,0.74,0.1045,86,0
3,0,0.8,0.46,0,436,0
3,0,0.8,0.46,0.1343,418,0
3,1,0.72,0.62,0.1343,432,0
3,1,0.82,0.46,0.1045,545,0
3,1,0.8,0.55,0.1642,496,0
3,1,0.72,0.74,0.1045,428,0
3,1,0.78,0.59,0.2239,596,0
3,1,0.76,0.62,0.194,563,0
3,1,0.7,0.79,0.194,443,0
3,1,0.86,0.36,0.2537,569,0
3,1,0.84,0.44,0.2985,562,0
3,1,0.72,0.74,0.2537,457,0
3,1,0.66,0.89,0.4478,167,0
3,1,0.66,0.83,0.0896,316,0
3,0,0.7,0.7,0.2537,182,0
3,0,0.84,0.32,0,401,0
3,0,0.82,0.36,0.1045,378,0
3,0,0.72,0.66,0,92,0
3,0,0.84,0.36,0.2239,363,0
3,0,0.82,0.43,0.2836,363,0
3,1,0.74,0.66,0.2836,420,0
3,1,0.86,0.56,0.4179,514,0
3,1,0.86,0.53,0.3881,472,0
3,1,0.76,0.58,0.2239,417,0
3,1,0.88,0.44,0.2836,428,0
3,1,0.86,0.47,0.2985,511,0
3,1,0.8,0.49,0.2537,449,0
3,1,0.7,0.79,0,488,0
3,1,0.72,0.79,0.1343,463,0
3,1,0.64,0.5,0.3582,486,0
3,1,0.74,0.37,0.1343,595,0
3,1,0.72,0.42,0.194,578,0
3,1,0.64,0.65,0.2537,564,0
3,1,0.74,0.42,0.2537,587,0
3,1,0.72,0.45,0.2239,496,0
3,0,0.66,0.65,0.1642,127,0
3,0,0.76,0.45,0.2239,475,0
3,0,0.76,0.45,0.2836,428,0
3,0,0.68,0.65,0.2239,118,0
3,0,0.8,0.49,0.3881,369,0
3,0,0.8,0.46,0.2985,390,0
3,1,0.7,0.7,0.194,347,0
3,1,0.84,0.49,0.3284,545,0
3,1,0.82,0.49,0.3582,558,0
3,1,0.76,0.7,0.1642,412,0
3,1,0.8,0.66,0,513,0
3,1,0.8,0.66,0.1343,530,0
3,1,0.74,0.74,0,438,0
3,1,0.84,0.59,0.194,455,0
3,1,0.84,0.59,0.2239,497,0
3,1,0.76,0.79,0.1642,381,0
3,1,0.92,0.45,0.2985,414,0
3,1,0.9,0.5,0.2836,382,0
3,1,0.84,0.63,0.1642,322,0
3,1,0.88,0.47,0.1045,306,0
3,1,0.9,0.37,0.1642,284,0
3,0,0.84,0.49,0.2537,109,0
3,0,0.94,0.38,0.1343,197,0
3,0,0.92,0.4,0.2239,196,0
3,0,0.82,0.56,0.2836,104,0
3,0,0.9,0.39,0.1045,249,0
3,0,0.88,0.42,0.1642,243,0
3,1,0.76,0.75,0,387,0
3,1,0.72,0.74,0,485,0
3,1,0.74,0.74,0.0896,533,0
3,1,0.74,0.55,0.194,424,0
3,1,0.86,0.36,0.3582,537,0
3,1,0.84,0.39,0.3881,546,0
3,1,0.74,0.42,0.2537,433,0
3,1,0.84,0.26,0.2239,572,0
3,1,0.82,0.28,0.1045,541,0
3,1,0.74,0.66,0.1642,456,0
3,1,0.84,0.53,0.194,468,0
3,1,0.84,0.56,0.2239,483,0
3,1,0.76,0.77,0,384,0
3,1,0.96,0.3,0.2985,421,0
3,1,0.92,0.37,0.3284,362,0
3,0,0.78,0.59,0.2239,114,0
3,0,0.9,0.29,0.1045,302,0
3,0,0.88,0.28,0.194,299,0
3,0,0.76,0.55,0.2239,142,0
3,0,0.92,0.16,0.1642,320,0
3,0,0.86,0.41,0.2836,304,0
3,1,0.8,0.43,0.194,382,0
3,1,0.76,0.45,0.2985,514,0
3,1,0.78,0.43,0.194,543,0
3,1,0.74,0.58,0.2836,435,0
3,1,0.9,0.27,0.1343,556,0
3,1,0.86,0.34,0.194,556,0
3,1,0.74,0.51,0.1642,437,0
3,1,0.7,0.79,0,425,0
3,1,0.7,0.84,0,492,0
3,1,0.7,0.82,0.3582,398,0
3,1,0.76,0.62,0.3284,555,0
3,1,0.7,0.74,0.2985,523,0
3,1,0.7,0.65,0.2239,454,0
3,1,0.78,0.49,0.2985,550,0
3,1,0.76,0.52,0.2537,466,0
3,0,0.68,0.83,0.1642,121,0
3,0,0.74,0.79,0.1642,149,0
3,0,0.72,0.79,0.4478,211,0
3,0,0.72,0.79,0.194,89,0
3,0,0.74,0.74,0.6418,194,0
3,0,0.72,0.74,0.0896,229,0
3,1,0.74,0.58,0.3284,349,0
3,1,0.86,0.39,0.1642,527,0
3,1,0.84,0.41,0.1343,529,0
3,1,0.74,0.66,0,392,0
3,1,0.8,0.55,0.1642,532,0
3,1,0.8,0.55,0.194,585,0
3,1,0.74,0.51,0.194,399,0
3,1,0.84,0.26,0.2985,584,0
3,1,0.82,0.28,0.2985,559,0
3,1,0.7,0.45,0.1642,390,0
3,1,0.8,0.29,0.2537,582,0
3,1,0.78,0.29,0.0896,571,0
3,1,0.68,0.39,0.2239,426,0
3,1,0.82,0.26,0,516,0
3,1,0.76,0.4,0.2985,465,0
3,0,0.7,0.65,0.1642,118,0
3,0,0.72,0.74,0.2537,269,0
3,0,0.7,0.74,0.2239,292,0
3,0,0.66,0.89,0.2836,41,0
3,0,0.76,0.62,0.1343,329,0
3,0,0.74,0.66,0.1642,347,0
3,1,0.64,0.78,0.3284,355,0
